"","TICKER","CIK","CONAME"
"11755","STU",893955,"STUDENT LOAN CORP"
"11759","STU",893955,"THE STUDENT LOAN CORPORATION"
"11760","STW",93319,"STANDARD COMMERCIAL CORP"
"11765","STX",795662,"STERLING CHEMICALS INC"
"11768","STXN",812703,"DMC STRATEX NETWORKS INC"
"11769","STXN",812703,"STRATEX NETWORKS INC"
"11770","STZ",16918,"CONSTELLATION BRANDS INC"
"11773","SUB",101320,"SUMMIT BANCORP"
"11775","SUBN",200754,"SUMMIT BANCORPORATION"
"11778","SUDS",811801,"SUDBURY INC"
"11779","SUG",203248,"SOUTHERN UNION CO NEW"
"11784","SUG",203248,"SOUTHERN UNION CO"
"11787","SUI",912593,"SUN COMMUNITIES"
"11788","SUIT",884217,"MENS WAREHOUSE INC"
"11790","SUN",95304,"SUN INC"
"11794","SUN",95304,"SUNOCO INC"
"11798","SUNW",709519,"SUN MICROSYSTEMS INC"
"11806","SUP",95552,"SUPERIOR INDUSTRIES INTL INC"
"11810","SUP",95552,"SUPERIOR INDUSTRIES INTERNATIONAL INC"
"11813","SUPR",1005751,"SUPERIOR SERVICES INC"
"11814","SUPX",730000,"SUPERTEX INC"
"11817","SUS",912116,"STORAGE USA INC"
"11819","SUSQ",700863,"SUSQUEHANNA BANCSHARES INC"
"11823","SV",1065865,"STILWELL FINANCIAL INC"
"11824","SVAN",86941,"SAVANNAH FOODS & INDUSTRIES INC"
"11825","SVC",94328,"STEWART & STEVENSON SERVICES INC"
"11826","SVC",94328,"STEWART & STEVENSON SERVICES"
"11827","SVGI",712752,"SILICON VALLEY GROUP INC"
"11832","SVM",1052045,"SERVICEMASTER CO"
"11834","SVM",1052045,"THE SERVICEMASTER COMPANY"
"11835","SVNT",722104,"SAVIENT PHARMACEUTICALS INC"
"11836","SVRN",811830,"SOVEREIGN BANCORP INC"
"11838","SVU",95521,"SUPER VALU STORES INC"
"11839","SVU",95521,"SUPERVALU INC"
"11846","SW",94601,"STONE & WEBSTER INC"
"11851","SWBT",1027258,"SOUTHWEST BANCORPORATION OF TEXAS INC"
"11853","SWC",931948,"STILLWATER MINING CO"
"11857","SWD",800266,"SHOREWOOD PACKAGING CORP INC"
"11859","SWFT",863557,"SWIFT TRANSPORTATION CO INC"
"11864","SWH",775298,"SPAGHETTI WAREHOUSE INC"
"11866","SWK",93556,"STANLEY WORKS"
"11873","SWK",93556,"THE STANLEY WORKS"
"11874","SWKS",4127,"SKYWORKS SOLUTIONS INC"
"11876","SWM",1000623,"SCHWEITZER MAUDUIT INTL INC"
"11878","SWM",1000623,"SCHWEITZER MAUDUIT INTERNATIONAL INC"
"11881","SWN",7332,"SOUTHWESTERN ENERGY CO"
"11889","SWS",878520,"SWS GROUP INC"
"11892","SWW",943820,"SITEL CORP"
"11896","SWW",943820,"SITEL CORPORATION"
"11897","SWWI",864264,"SIMON WORLDWIDE INC"
"11898","SWX",92416,"SOUTHWEST GAS CORP"
"11906","SWY",86144,"SAFEWAY INC"
"11913","SXI",310354,"STANDEX INTERNATIONAL CORP"
"11921","SXT",310142,"SENSIENT TECHNOLOGIES CORP"
"11924","SY",730564,"SHELBY WILLIAMS INDUSTRIES INC"
"11926","SY",768262,"SYBASE INC"
"11929","SYB",824803,"SYBRON INTERNATIONAL CORP"
"11931","SYBS",768262,"SYBASE INC"
"11934","SYD",1121302,"SYBRON DENTAL SPECIALTIES INC"
"11937","SYGN",730358,"SYNERGEN INC"
"11938","SYK",310764,"STRYKER CORP"
"11943","SYKE",1010612,"SYKES ENTERPRISES INC"
"11947","SYMC",849399,"SYMANTEC CORP"
"11954","SYMM",82628,"SYMMETRICOM INC"
"11959","SYNA",817720,"SYNAPTICS INC"
"11960","SYNT",1040426,"SYNTEL INC"
"11961","SYX",945114,"SYSTEMAX INC"
"11962","SYY",96021,"SYSCO CORP"
"11969","SYY",96021,"SYSCO CORPORATION"
"11970","SZ",870760,"SIZZLER INTERNATIONAL INC"
"11972","SZA",931336,"SUIZA FOODS CORP"
"11973","T",5907,"AMERICAN TELEPHONE & TELEG CO"
"11975","T",5907,"A T & T CORP"
"11978","T",5907,"AT&T CORP"
"11980","T",732717,"AT&T INC"
"11981","TA",99189,"TRANSAMERICA CORP"
"11986","TACO",891082,"TACO CABANA INC"
"11988","TAL",96238,"TALLEY INDUSTRIES INC"
"11991","TALK",948545,"TEL SAVE HOLDINGS INC"
"11992","TALK",948545,"TALK COM INC"
"11993","TALK",948545,"TALK AMERICA HOLDINGS INC"
"11995","TALX",917524,"TALX CORP"
"11996","TALX",917524,"TALX CORPORATION"
"11997","TAN",96289,"TANDY CORP"
"12002","TANT",97134,"TENNANT CO"
"12004","TAP",24545,"MOLSON COORS BREWING CO"
"12005","TAP",86312,"TRAVELERS PROPERTY CASUALTY CORP"
"12007","TAPB",919482,"TRAVELERS PROPERTY CASUALTY CORP"
"12008","TATE",727472,"ASHTON TATE"
"12009","TAVI",38851,"THORN APPLE VALLEY INC"
"12013","TBCC",718449,"T B C CORP"
"12015","TBCC",718449,"TBC CORP"
"12017","TBI",14803,"TOM BROWN INC"
"12018","TBI",860097,"TUBOSCOPE INC"
"12020","TBL",814361,"TIMBERLAND CO"
"12024","TBL",814361,"THE TIMBERLAND CO"
"12025","TBS",100240,"TURNER BROADCASTING SYSTEM INC"
"12026","TBSA",100240,"TURNER BROADCASTING SYSTEM INC"
"12027","TBY",740693,"T C B Y ENTERPRISES INC"
"12032","TCAT",700997,"T C A CABLE TV INC"
"12037","TCB",814184,"T C F FINANCIAL CORP"
"12042","TCB",814184,"TCF FINANCIAL CORP"
"12045","TCC",1022438,"TRAMMELL CROW CO"
"12047","TCGI",1012099,"TELEPORT COMMUNICATIONS GROUP IN"
"12048","TCO",890319,"TAUBMAN CENTERS INC"
"12051","TCO",890319,"TAUBMAN CENTERS"
"12052","TCOMA",96903,"TELE COMMUNICATIONS INC"
"12054","TCOMA",96903,"TELE COMMUNICATIONS INC NEW"
"12056","TCOR",350068,"TANDON CORP"
"12057","TCOR",350068,"TSL HOLDINGS INC"
"12058","TCRD",96929,"TELECREDIT INC"
"12059","TCSI",875315,"T C S I CORP"
"12061","TDAT",816761,"TERADATA CORP"
"12062","TDM",315180,"TANDEM COMPUTERS INC"
"12065","TDS",1051512,"TELEPHONE & DATA SYSTEMS INC"
"12070","TDS",1051512,"TELEPHONE AND DATA SYSTEMS INC"
"12073","TDW",98222,"TIDEWATER INC"
"12081","TDY",1018963,"TELEDYNE INC"
"12084","TDY",1094285,"TELEDYNE TECHNOLOGIES INC"
"12087","TE",350563,"T E C O ENERGY INC"
"12092","TE",350563,"TECO ENERGY INC"
"12095","TEC",22470,"COMMERCIAL INTERTECH CORP"
"12099","TECD",790703,"TECH DATA CORP"
"12104","TECH",842023,"TECHNE CORP"
"12107","TECU",96831,"TECUMSEH PRODUCTS CO"
"12108","TECUA",96831,"TECUMSEH PRODUCTS CO"
"12112","TECUB",96831,"TECUMSEH PRODUCTS CO"
"12114","TEJ",96864,"TEJAS GAS CORP DE"
"12115","TEK",96879,"TEKTRONIX INC"
"12123","TELK",1109196,"TELIK INC"
"12124","TEN",1024725,"TENNECO INC NEW"
"12126","TEN",1024725,"TENNECO AUTOMOTIVE INC"
"12128","TEN",1024725,"TENNECO INC"
"12130","TEP",941138,"TUCSON ELECTRIC POWER CO"
"12133","TER",97210,"TERADYNE INC"
"12141","TERN",1052303,"TERAYON COMMUNICATIONS SYSTEMS INC"
"12143","TERX",97216,"TEREX CORP NEW"
"12144","TEX",97216,"TEREX CORP NEW"
"12146","TEX",97216,"TEREX CORP"
"12149","TFS",32272,"THREE FIVE SYSTEMS INC"
"12153","TFSI",32272,"THREE FIVE SYSTEMS INC"
"12154","TFX",96943,"TELEFLEX INC"
"12162","TG",850429,"TREDEGAR INDUSTRIES INC"
"12165","TG",850429,"TREDEGAR CORP"
"12168","TG",850429,"TREDEGAR CORPORATION"
"12169","TGH",1017747,"TRIGON HEALTHCARE INC"
"12172","TGI",1021162,"TRIUMPH GROUP INC"
"12175","TGIC",911631,"TRIAD GUARANTY"
"12176","TGIS",900017,"THOMAS GROUP INC"
"12177","TGT",27419,"TARGET CORP"
"12179","TGT",27419,"TARGET CORPORATION"
"12180","TGT",1024725,"TENNECO INC"
"12182","TGX",795551,"THERAGENICS CORP"
"12185","THC",70318,"TENET HEALTHCARE CORP"
"12191","THDO",898441,"3D0 CO THE"
"12193","THG",944695,"HANOVER INSURANCE GROUP INC"
"12194","THO",730263,"THOR INDUSTRIES INC"
"12199","THOR",350907,"THORATEC CORP"
"12200","THQI",865570,"THQ INC"
"12203","THRT",885015,"THERATECH INC DEL"
"12204","THX",1015293,"HOUSTON EXPLORATION CO"
"12206","THX",1015293,"THE HOUSTON EXPLORATION CO"
"12207","TIBX",1085280,"TIBCO SOFTWARE INC"
"12210","TIC",99429,"TRAVELERS CORP"
"12212","TIE",313309,"T I E COMMUNICATIONS INC"
"12213","TIE",1011657,"TITANIUM METALS CORP"
"12215","TIF",98246,"TIFFANY & CO NEW"
"12220","TIF",98246,"TIFFANY & CO"
"12223","TIG",897430,"T I G HOLDINGS INC"
"12224","TII",97886,"THOMAS INDUSTRIES INC"
"12231","TIMT",1011657,"TITANIUM METALS CORP"
"12232","TIN",731939,"TEMPLE INLAND INC"
"12240","TJCO",99974,"T J INTERNATIONAL INC"
"12244","TJX",109198,"T J X COMPANIES INC NEW"
"12249","TJX",109198,"TJX COS INC"
"12251","TJX",109198,"THE TJX COMPANIES INC"
"12252","TKA",98651,"TONKA CORP"
"12253","TKC",68366,"THIOKOL CORP DEL"
"12257","TKLC",790705,"TEKELEC"
"12261","TKOS",1007228,"TOKOS MEDICAL CORP DE"
"12262","TKR",98362,"TIMKEN COMPANY"
"12267","TKR",98362,"TIMKEN CO"
"12270","TKTX",885259,"TRANSKARYOTIC THERAPIES INC"
"12272","TLAB",317771,"TELLABS INC"
"12277","TLB",912263,"TALBOTS INC"
"12281","TLB",912263,"THE TALBOTS INC"
"12282","TLGD",1002531,"TOLLGRADE COMMUNICATIONS INC"
"12284","TLMN",275635,"TALMAN HOME FED S & L ASSN IL"
"12285","TLRK",889057,"TULARIK INC"
"12287","TLXN",352495,"TELXON CORP"
"12292","TMA",892535,"THORNBURG MORTGAGE INC"
"12294","TMB",96277,"TAMBRANDS INC"
"12297","TMBR",14803,"BROWN TOM INC"
"12299","TMBR",14803,"TOM BROWN INC"
"12300","TMC",925260,"TIMES MIRROR CO"
"12302","TMC",925260,"TIMES MIRROR CO NEW"
"12305","TMCS",1006637,"TICKETMASTER"
"12306","TMK",320335,"TORCHMARK CORP"
"12314","TMO",97745,"THERMO ELECTRON CORP"
"12322","TMPW",1020416,"TMP WORLDWIDE INC"
"12323","TMS",842633,"TRIMAS CORP"
"12324","TMWD",1022509,"TUMBLEWEED COMMUNICATIONS CORP"
"12325","TNB",97854,"THOMAS & BETTS CORP"
"12333","TNC",97134,"TENNANT CO"
"12335","TNL",96763,"TECHNITROL INC"
"12339","TNM",71023,"NELSON THOMAS INC"
"12341","TNM",71023,"THOMAS NELSON INC"
"12344","TNO",37931,"TRUE NORTH COMMUNICATIONS INC"
"12347","TNOX",1099414,"TANOX INC"
"12349","TNP",741612,"T N P ENTERPRISES INC"
"12354","TNV",59198,"TRINOVA CORP"
"12357","TOA",1046578,"TECHNICAL OLYMPIC USA INC"
"12358","TOD",98537,"TODD SHIPYARDS CORP"
"12361","TOK",98559,"TOKHEIM CORP"
"12364","TOL",794170,"TOLL BROTHERS INC"
"12372","TOO",1085482,"TOO INC"
"12375","TOPP",812076,"TOPPS COMPANY INC"
"12379","TOPP",812076,"TOPPS CO INC"
"12381","TOPPC",812076,"TOPPS COMPANY INC"
"12382","TOS",74091,"TOSCO CORP"
"12387","TOY",1005414,"TOYS R US INC"
"12394","TPIE",96919,"T P I ENTERPRISES INC"
"12396","TQNT",913885,"TRIQUENT SEMICONDUCTOR INC"
"12398","TQNT",913885,"TRIQUINT SEMICONDUCTOR INC"
"12399","TR",98677,"TOOTSIE ROLL INDS INC"
"12404","TR",98677,"TOOTSIE ROLL INDUSTRIES INC"
"12407","TRA",722079,"TERRA INDUSTRIES INC"
"12413","TRB",726513,"TRIBUNE COMPANY NEW"
"12418","TRB",726513,"TRIBUNE CO"
"12421","TRBS",787648,"TEXAS REGIONAL BANCSHARES INC"
"12423","TRC",96869,"TEJON RANCH CO"
"12430","TRDO",924505,"INTRADO INC"
"12431","TREN",1122211,"TRENWICK GROUP INC"
"12433","TRH",862510,"TRANSATLANTIC HOLDINGS INC"
"12438","TRI",1074771,"TRIAD HOSPITALS INC"
"12441","TRK",934648,"SPEEDWAY MOTORSPORTS INC"
"12443","TRK",934648,"SPEEDWAY MOTORSPORTS"
"12444","TRL",927066,"TOTAL RENAL CARE HLDGS INC"
"12446","TRMB",864749,"TRIMBLE NAVIGATION LTD"
"12451","TRMK",36146,"TRUSTMARK CORP"
"12454","TRMS",911326,"TRIMERIS INC"
"12455","TRN",99780,"TRINITY INDUSTRIES INC"
"12462","TRN",99780,"TRINITY INDUSTRIES"
"12463","TROW",1113169,"T ROWE PRICE ASSOC INC"
"12468","TROW",1113169,"T ROWE PRICE GROUP INC"
"12471","TRST",357301,"TRUST CO BANK CORP NY"
"12472","TRST",357301,"TRUSTCO BANK CORP NY"
"12475","TRV",831001,"TRAVELERS GROUP INC"
"12477","TRW",100030,"T R W INC"
"12482","TRW",100030,"TRW INC"
"12483","TRY",30697,"TRIARC COMPANIES INC"
"12485","TRY",30697,"TRIARC COS INC"
"12488","TRZ",1161935,"TRIZEC PROPERTIES INC"
"12490","TSA",929470,"SPORTS AUTHORITY INC"
"12493","TSA",912262,"SPORTS AUTHORITY INC"
"12494","TSA",912262,"THE SPORTS AUTHORITY INC"
"12495","TSAI",935036,"TRANSACTION SYS ARCHITECTS INC"
"12497","TSAI",935036,"TRANSACTION SYSTEMS ARCHITECTS INC"
"12500","TSBSA",100240,"TURNER BROADCASTING SYSTEM INC"
"12501","TSCC",877645,"TECHNOLOGY SOLUTIONS CO"
"12504","TSCO",916365,"TRACTOR SUPPLY CO"
"12506","TSFG",797871,"SOUTH FINANCIAL GROUP INC"
"12508","TSFG",797871,"THE SOUTH FINANCIAL GROUP INC"
"12509","TSG",1020265,"SABRE GROUP HOLDINGS INC"
"12510","TSG",1020265,"SABRE HOLDINGS CORP"
"12513","TSG",1020265,"SABRE HOLDINGS CORPORATION"
"12514","TSK",23111,"COMPUTER TASK GROUP INC"
"12519","TSN",100493,"TYSON FOODS INC"
"12524","TSNG",741742,"TSENG LABS INC"
"12525","TSO",50104,"TESORO PETROLEUM CORP"
"12532","TSO",50104,"TESORO CORP"
"12533","TSQ",830735,"T 2 MEDICAL INC"
"12534","TSS",721683,"TOTAL SYSTEM SERVICES INC"
"12538","TSTN",1054131,"TURNSTONE SYSTEMS INC"
"12540","TSY",96669,"TECH SYM CORP"
"12545","TTC",737758,"TORO COMPANY"
"12550","TTC",737758,"TORO CO"
"12552","TTC",737758,"THE TORO COMPANY"
"12553","TTEC",1013880,"TELETECH HOLDINGS INC"
"12555","TTEK",831641,"TETRA TECH INC"
"12558","TTI",844965,"TETRA TECHNOLOGIES INC"
"12563","TTI",786130,"TYCO TOYS INC"
"12565","TTN",32258,"TITAN CORP"
"12570","TTRR",829221,"TRACOR INC NEW"
"12571","TTT",763392,"TELECOM USA INC"
"12572","TTWO",946581,"TAKE TWO INTERACTIVE SOFTWARE INC"
"12573","TTWO",946581,"TAKE TWO INTERACTIVE SOFTWARE"
"12574","TTX",100166,"TULTEX CORP"
"12579","TUES",878726,"TUESDAY MORNING CORP"
"12580","TUES",878726,"TUESDAY MORNING"
"12581","TUP",1008654,"TUPPERWARE CORP"
"12585","TUP",1008654,"TUPPERWARE BRANDS CORP"
"12586","TUR",743475,"TURNER CORP"
"12589","TVGIA",913061,"TV GUIDE INC"
"12590","TVL",1166789,"LIN TV CORP"
"12591","TW",100331,"20TH CENTURY INDUSTRIES"
"12595","TW",100331,"21ST CENTURY INSURANCE GROUP"
"12598","TWAV",828119,"THERMA WAVE INC"
"12599","TWEN",100331,"20TH CENTURY INDUSTRIES CA"
"12600","TWI",899751,"TITAN INTERNATIONAL INC"
"12603","TWR",925548,"TOWER AUTOMOTIVE INC"
"12607","TWRX",798534,"SOFTWARE TOOLWORKS INC"
"12608","TWTC",1057758,"TIME WARNER TELECOM INC"
"12609","TWX",1021387,"TIME WARNER INC"
"12614","TWX",1105705,"TIME WARNER INC"
"12616","TX",97349,"TEXACO INC"
"12621","TXCC",944739,"TRANSWITCH CORP"
"12622","TXI",97472,"TEXAS INDUSTRIES INC"
"12627","TXI",97472,"TEXAS INDUSTRIES CORP"
"12630","TXN",97476,"TEXAS INSTRUMENTS INC"
"12638","TXT",217346,"TEXTRON INC"
"12646","TXU",1023291,"TEXAS UTILITIES CO"
"12651","TXU",1023291,"TXU CORP"
"12654","TY",99614,"TRI CONTINENTAL CORP"
"12655","TYC",833444,"TYCO LABS INC"
"12657","TYC",833444,"TYCO INTERNATIONAL LTD"
"12659","TYL",860731,"TYLER CORP DE"
"12662","TYSNA",100493,"TYSON FOODS INC"
"12665","U",701345,"USAIR GROUP INC"
"12668","U",701345,"U S AIRWAYS GROUP INC"
"12670","U",701345,"US AIRWAYS GROUP INC"
"12671","UAECA",849493,"UNITED ARTISTS ENTRMT CO"
"12672","UAG",1019849,"UNITED AUTO GROUP INC"
"12673","UAL",100517,"U A L CORP"
"12678","UAL",100517,"UAL CORP"
"12680","UAM",796370,"UNITED ASSET MGMT CORP"
"12685","UB",1011659,"UNIONBANCAL CORP"
"12689","UBKS",101044,"UNITED BANKS COLORADO INC"
"12690","UBNK",1011659,"UNION BANK SAN FRANCISCO CA"
"12693","UBS",847562,"U S BIOSCIENCE INC"
"12695","UBSI",729986,"UNITED BANKSHARES INC"
"12699","UC",217416,"UNITED COMPANIES FINANCIAL CORP"
"12700","UCBH",1061580,"UCBH HOLDINGS INC"
"12702","UCBI",857855,"UNITED COMMUNITY BANKS INC"
"12703","UCC",100783,"UNION CAMP CORP"
"12707","UCFC",217416,"UNITED COMPANIES FINANCIAL CORP"
"12708","UCI",773660,"UICI"
"12712","UCL",716039,"UNOCAL CORP"
"12719","UCM",918040,"UNICOM CORP HOLDING CO"
"12721","UCM",918040,"UNICOM CORP"
"12722","UCO",100817,"UNION CORP"
"12725","UCO",1057234,"UNIVERSAL COMPRESSION HOLDINGS INC"
"12727","UCOMA",1134061,"UNITEDGLOBALCOM INC"
"12730","UCR",931148,"U C A R INTERNATIONAL INC"
"12733","UCU",66960,"UTILICORP UNITED INC"
"12739","UDI",1051719,"UNITED DEFENSE INDUSTRIES INC"
"12740","UDR",74208,"UNITED DOMINION REALTY TRUST"
"12742","UDS",887207,"ULTRAMAR DIAMOND SHAMROCK CORP"
"12744","UEP",1002910,"UNION ELECTRIC CO"
"12747","UFC",310142,"UNIVERSAL FOODS CORP"
"12752","UFCS",101199,"UNITED FIRE & CASUALTY CO"
"12753","UFI",100726,"UNIFI INC"
"12761","UFPI",912767,"UNIVERSAL FOREST PRODUCTS INC"
"12767","UFS",928395,"US FOODSERVICE INC"
"12768","UGI",884614,"U G I CORP"
"12773","UGI",884614,"UGI CORP"
"12776","UH",101640,"U S HOME CORP"
"12779","UHS",352915,"UNIVERSAL HEALTH SERVICES INC"
"12783","UHS",352915,"UNIVERSAL HEALTH SERVICES"
"12784","UIC",101271,"UNITED INDUSTRIAL CORP"
"12787","UICI",773660,"UICI"
"12788","UIL",1082510,"UNITED ILLUM CO"
"12793","UIL",1082510,"UIL HOLDINGS CORP"
"12795","UIL",1082510,"UIL HOLDINGS CORPORATION"
"12796","UIS",746838,"UNISYS CORP"
"12804","UJB",101320,"U J B FINANCIAL CORP"
"12807","UK",100790,"UNION CARBIDE CORP HOLDING CO"
"12809","UK",100790,"UNION CARBIDE CORP"
"12812","ULR",887207,"ULTRAMAR CORP"
"12813","ULT",350874,"ULTIMATE CORP"
"12815","ULTE",911626,"ULTIMATE ELECTRONICS INC"
"12816","UMBF",101382,"U M B FINANCIAL CORP"
"12819","UMBF",101382,"UMB FINANCIAL CORP"
"12822","UMC",818885,"UNITED MERIDIAN CORP"
"12823","UMG",732718,"MEDIAONE GROUP INC"
"12824","UMM",101357,"UNITED MERCHANTS & MFRS INC"
"12825","UMPQ",1077771,"UMPQUA HOLDINGS CORP"
"12826","UMSB",101382,"UNITED MISSOURI BANCSHARES INC"
"12828","UNA",1044590,"UNOVA INC"
"12831","UNBC",1011659,"UNIONBANCAL CORP"
"12832","UNC",276104,"U N C INC"
"12835","UNCF",217416,"UNITED COMPANIES FINANCIAL CORP"
"12837","UNFI",1020859,"UNITED NATURAL FOODS INC"
"12840","UNH",731766,"UNITED HEALTHCARE CORP"
"12844","UNH",731766,"UNITEDHEALTH GROUP INC"
"12846","UNH",731766,"UNITEDHEALTH GROUP INCORPORATED"
"12847","UNIT",860748,"UNITRIN INC"
"12850","UNM",5513,"U N U M CORP"
"12854","UNM",5513,"UNUMPROVIDENT CORP"
"12857","UNM",5513,"UNUMPROVIDENT CORPORATION"
"12858","UNP",100885,"UNION PACIFIC CORP"
"12866","UNPH",912093,"UNIPHASE CORP"
"12867","UNS",941138,"UNISOURCE ENERGY CORP"
"12872","UNT",798949,"UNIT CORP"
"12874","UNT",798949,"UNIT CORPORATION"
"12875","UNTD",1142701,"UNITED ONLINE INC"
"12876","UPC",920847,"UNION PLANTERS CORP"
"12883","UPEN",838868,"UPPER PENINSULA ENERGY CORP"
"12886","UPJ",949573,"UPJOHN CO"
"12889","UPR",949061,"UNION PACIFIC RES GROUP INC"
"12891","UPS",1090727,"UNITED PARCEL SERVICE INC"
"12894","URBN",912615,"URBAN OUTFITTERS INC"
"12896","URI",1067701,"UNITED RENTALS INC"
"12899","URS",102379,"URS CORP"
"12902","USAD",946816,"U S A DETERGENTS INC"
"12904","USAI",891103,"USA NETWORKS INC"
"12905","USAI",891103,"USA INTERACTIVE"
"12906","USAM",929544,"U S A MOBILE COMM HLDGS INC"
"12907","USB",36104,"U S BANCORP DEL"
"12909","USB",36104,"US BANCORP"
"12910","USB",36104,"U S BANCORP"
"12912","USBC",101542,"UNITED STATES BANCORP"
"12915","USC",750234,"U S L I C O CORP"
"12917","USF",318025,"UNITED STATES FILTER CORP"
"12918","USFC",881791,"USFREIGHTWAYS CORP"
"12921","USFC",881791,"USF CORP"
"12922","USG",757011,"U S G CORP"
"12927","USG",757011,"USG CORP"
"12930","USH",102420,"USLIFE CORP"
"12933","USHC",711405,"UNITED STATES HEALTHCARE INC"
"12936","USI",1056874,"U S INDUSTRIES INC NEW"
"12938","USI",1056874,"US INDUSTRIES INC"
"12939","USIH",1102643,"U S I HOLDING CORP"
"12940","USM",821130,"UNITED STATES CELLULAR CORP"
"12945","USON",943061,"US ONCOLOGY INC"
"12948","USPI",1101723,"UNITED SURGICAL PARTNERS INTERNATIONAL INC"
"12949","USR",101771,"UNITED STATES SHOE CORP"
"12951","USS",101788,"UNITED STATES SURGICAL CORP"
"12955","UST",811669,"U S T INC"
"12960","UST",811669,"UST INC"
"12963","USTB",316901,"UST CORP"
"12964","USTC",936301,"UNITED STATES TRUST CORP"
"12967","USTC",936301,"U S TRUST CORP NEW"
"12968","USTR",355999,"UNITED STATIONERS INC"
"12976","USU",1065059,"USEC INC"
"12979","USW",1037949,"U S WEST INC"
"12984","UT",101830,"UNITED TELECOMMUNICATIONS INC"
"12985","UTC",936301,"US TRUST CORP"
"12986","UTEK",909791,"ULTRATECH STEPPER INC"
"12990","UTEK",909791,"ULTRATECH INC"
"12991","UTH",774214,"UNION TEXAS PETROLEUM HOLDINGS I"
"12995","UTHR",1082554,"UNITED THERAPEUTICS CORP"
"12997","UTL",755001,"UNITIL CORP"
"13000","UTR",860748,"UNITRIN INC"
"13003","UTR",101911,"UNITRODE CORP"
"13008","UTSI",1030471,"UTSTARCOM INC"
"13010","UTVI",352942,"UNITED TELEVISION INC"
"13012","UTX",101829,"UNITED TECHNOLOGIES CORP"
"13020","UVN",1017008,"UNIVISION COMMUNICATIONS INC"
"13025","UVV",102037,"UNIVERSAL CORPORATION"
"13030","UVV",102037,"UNIVERSAL CORP"
"13033","UVX",101929,"UNIVAR CORP"
"13036","UW",823768,"U S A WASTE SERVICES INC"
"13037","UWR",715969,"UNITED WATER RESOURCES INC"
"13042","UWW",1027282,"UNISOURCE WORLWIDE INC"
"13044","V",850882,"VIVRA INC"
"13047","VAL",102741,"VALSPAR CORP"
"13054","VAL",102741,"THE VALSPAR CORP"
"13055","VALM",102729,"VALMONT INDUSTRIES INC"
"13061","VAR",203527,"VARIAN ASSOCIATES INC"
"13065","VAR",203527,"VARIAN MEDICAL SYSTEMS INC"
"13069","VARI",1079028,"VARIAN INC"
"13072","VAS",1123361,"VIASYS HEALTHCARE INC"
"13074","VAT",63118,"VARITY CORP"
"13076","VC",740260,"VENCOR INC"
"13078","VC",805270,"VISTA CHEMICAL CO"
"13079","VC",1111335,"VISTEON CORP"
"13081","VC",1111335,"VISTEON CORPORATION"
"13082","VCELA",771178,"VANGUARD CELLULAR SYS INC"
"13086","VCI",883293,"VALASSIS COMMUNICATIONS INC"
"13092","VCLK",1080034,"VALUECLICK INC"
"13093","VCRI",1060009,"VENCOR INC"
"13094","VDC",102883,"VAN DORN CO"
"13095","VECO",103145,"VEECO INSTRUMENTS INC"
"13098","VEN",864968,"VENTURE STORES INC"
"13100","VERT",1043946,"VERTICALNET INC"
"13101","VFC",103379,"V F CORP"
"13106","VFC",103379,"VF CORP"
"13109","VFED",790299,"VALLEY FEDERAL SVGS & LN ASSN CA"
"13110","VFIC",820580,"VERIFONE INC"
"13112","VG",1101169,"VIASYSTEMS GROUP INC"
"13113","VGR",873728,"VIGORO CORP"
"13114","VH",872653,"VALUE HEALTH INC"
"13115","VHI",59255,"VALHI INC NEW"
"13118","VHI",59255,"VALHI INC"
"13120","VIA",813828,"VIACOM INC"
"13121","VIAB",813828,"VIACOM INC"
"13125","VIAS",935418,"VIASOFT INC"
"13127","VICR",751978,"VICOR CORPORATION"
"13129","VICR",751978,"VICOR CORP"
"13132","VIGN",1042185,"VIGNETTE CORP"
"13135","VISX",837991,"V I S X INC"
"13137","VITL",865846,"VITAL SIGNS INC"
"13142","VITR",1050808,"VITRIA TECHNOLOGY INC"
"13144","VKNG",859303,"VIKING OFFICE PRODUCTS INC"
"13145","VL",1056312,"VLASIC FOODS INTERNATIONAL INC"
"13146","VLID",706314,"VALID LOGIC SYS INC"
"13147","VLNC",885551,"VALENCE TECHNOLOGY INC"
"13150","VLO",1035002,"VALERO ENERGY CORP"
"13153","VLO",1035002,"VALERO ENERGY CORP NEW"
"13158","VLSI",704386,"V L S I TECHNOLOGY"
"13162","VLY",714310,"VALLEY NATIONAL BANCORP"
"13168","VMC",103973,"VULCAN MATERIALS CO"
"13176","VMI",102729,"VALMONT INDUSTRIES INC"
"13177","VMI",102729,"VALMONT INDUSTRIES"
"13178","VMSI",893160,"VENTANA MEDICAL SYSTEMS"
"13179","VNBP",714310,"VALLEY NATIONAL BANCORP"
"13181","VNCP",1074011,"VALLEY NATIONAL CORP AZ"
"13182","VNO",899689,"VORNADO REALTY TRUST"
"13184","VNTV",947549,"VANTIVE CORPORATION"
"13186","VNWK",1000495,"VISUAL NETWORKS INC"
"13187","VOL",103872,"VOLT INFORMATION SCIENCES INC"
"13191","VON",715633,"VONS COMPANIES INC"
"13194","VOXX",807707,"AUDIOVOX CORP"
"13197","VPHM",946840,"VIROPHARMA INC"
"13198","VPI",809428,"VINTAGE PETROLEUM INC"
"13203","VRC",860097,"VARCO INTERNATIONAL INC"
